nbh_num,venue_id,venue_lon,venue_lat,cat_1,cat_2,price_tier,likes,rating
75,51755dc7498ece19b7261641,-79.381949,43.659292,Sandwich Place,Vietnamese Restaurant,1,312,9.0
75,4cd2e74d3e0c8cfa87971a12,-79.37831497990125,43.658077944767534,Café,None,1,8,7.6
75,599cb69eb5461876d54ab713,-79.37878806223506,43.65986035759321,Japanese Restaurant,None,2,14,7.2
76,4ab2b0b9f964a520e56b20e3,-79.38352412327917,43.65747228208784,Gastropub,Pub,2,233,8.5
76,539c6f13498e06f4cc765165,-79.38376054171513,43.65739749535259,Modern European Restaurant,Mediterranean Restaurant,0,28,8.2
76,4b744336f964a520d8d02de3,-79.38533765920816,43.65839479027968,Middle Eastern Restaurant,None,2,6,8.0
76,4ae3398ff964a520ed9121e3,-79.383621,43.656328,Seafood Restaurant,None,2,135,8.1
76,4ae7b27df964a52068ad21e3,-79.38516506734886,43.65526771691681,Sushi Restaurant,Japanese Restaurant,3,160,8.5
77,4ae33054f964a520759121e3,-79.38068763743328,43.63815654013541,Chinese Restaurant,Dim Sum Restaurant,3,119,8.3
77,56201ed4498e7f700c462170,-79.37753063,43.64137436,Japanese Restaurant,Sushi Restaurant,2,142,8.9
77,57768fb1498ec8fca5cc0594,-79.38246311921247,43.63831906511549,Café,Coffee Shop,1,105,8.3
77,597b72811b0ea5223f9f77f7,-79.38035466343936,43.6382035241723,Fried Chicken Joint,None,1,16,8.1
77,597d07dd3149b97652231223,-79.38054644461133,43.63817355603517,Pizza Place,None,1,8,7.9
78,4af45a8af964a52097f121e3,-79.3983759881993,43.653628006211044,Vietnamese Restaurant,Asian Restaurant,1,43,8.6
78,593306a5123a1963f5f94453,-79.39887355126278,43.654645274716124,Noodle House,None,1,17,8.3
78,4a8d5b48f964a520840f20e3,-79.40018175516231,43.65414662211733,Café,Coffee Shop,1,150,8.7
78,51a261ca498ea3d3eaf40876,-79.40040209660836,43.653560276835684,Café,None,1,147,8.8
78,50427a03e4b08d9f5931f593,-79.40054467846261,43.65441817160925,Mexican Restaurant,None,1,300,9.0
79,5362c366498e602fbe1db395,-79.40321739973975,43.66283719650635,Japanese Restaurant,None,2,46,8.8
79,527d450111d25050de4ea0d8,-79.40398803188654,43.662756751275445,Restaurant,None,2,80,9.1
79,56eb72e3498eefb98d82274b,-79.40289804116937,43.66294872979362,Italian Restaurant,None,2,59,8.1
79,53b74e05498efc27ecea1954,-79.40336494731255,43.66283554072087,Bakery,Café,1,23,8.0
79,4b6cbfd2f964a52072512ce3,-79.40494572728848,43.66246971191281,Sushi Restaurant,None,2,24,8.4
80,4b638028f964a520c87e2ae3,-79.42246675466289,43.6590214750295,Italian Restaurant,None,2,20,8.2
